EmployeeId,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
426,35,No,Travel_Rarely,1,Marketing,Medium,High,1,Sales Executive,High,Married,4717,No,0,15,Excellent,11,9,9
427,46,No,Travel_Frequently,1,Medical,High,Medium,2,Healthcare Representative,Low,Married,10673,Yes,1,21,Good,10,9,5
428,29,No,Travel_Rarely,9,Medical,Very High,High,0,Laboratory Technician,High,Married,2974,No,1,9,Excellent,5,3,2
429,36,No,Travel_Rarely,3,Life Sciences,Low,High,0,Laboratory Technician,Very High,Divorced,2835,No,1,7,Excellent,1,0,0
430,24,No,Non-Travel,4,Life Sciences,Low,Medium,0,Laboratory Technician,Very High,Married,3162,No,0,6,Good,5,2,4
431,50,No,Travel_Rarely,2,Medical,Medium,High,4,Research Director,High,Married,19237,Yes,1,29,Good,8,1,7
432,32,No,Non-Travel,1,Life Sciences,High,Medium,0,Laboratory Technician,Medium,Married,2332,No,0,5,Excellent,3,0,2
433,34,No,Travel_Rarely,2,Medical,High,Medium,0,Research Scientist,Low,Single,4381,No,0,6,Excellent,6,5,3
434,26,No,Travel_Rarely,7,Other,High,Very High,0,Laboratory Technician,Low,Single,3578,No,0,8,Excellent,7,7,7
435,33,No,Travel_Frequently,1,Life Sciences,High,Very High,1,Sales Executive,Low,Married,5376,No,2,10,Excellent,5,3,3
436,48,No,Travel_Rarely,15,Other,High,High,0,Research Scientist,Low,Married,2367,No,1,10,Good,8,2,6
437,35,No,Travel_Frequently,18,Life Sciences,High,High,1,Healthcare Representative,High,Married,5689,Yes,2,10,Outstanding,10,2,2
438,38,No,Travel_Frequently,10,Medical,High,High,0,Research Scientist,High,Married,2684,No,1,3,Good,2,1,2
439,37,No,Travel_Rarely,11,Medical,Low,High,0,Laboratory Technician,High,Single,3629,No,0,8,Excellent,3,2,2
440,35,No,Travel_Rarely,16,Life Sciences,Very High,High,2,Healthcare Representative,High,Married,7632,Yes,0,10,Excellent,8,7,0
441,32,No,Travel_Rarely,2,Technical Degree,Very High,Medium,1,Laboratory Technician,Low,Single,2176,No,0,9,Excellent,6,2,4
442,38,No,Travel_Frequently,2,Life Sciences,Low,Very High,1,Manufacturing Director,Low,Single,5980,Yes,0,17,Excellent,15,7,12
443,39,No,Travel_Rarely,10,Medical,High,High,3,Manager,Low,Married,17068,Yes,0,21,Excellent,21,9,10
444,33,No,Travel_Rarely,9,Medical,Low,High,0,Research Scientist,Very High,Married,2781,No,1,15,Excellent,14,10,10
445,34,No,Travel_Rarely,3,Life Sciences,Very High,Low,1,Sales Executive,Very High,Single,6029,No,0,6,Excellent,2,2,2
446,59,No,Travel_Rarely,3,Life Sciences,High,Medium,1,Sales Executive,Very High,Single,5171,No,0,13,Excellent,6,1,5
447,36,No,Travel_Rarely,1,Life Sciences,Medium,High,1,Sales Executive,Very High,Married,6201,Yes,1,18,Good,18,14,11
448,37,No,Travel_Frequently,11,Other,Medium,High,2,Research Director,Very High,Divorced,12185,Yes,3,10,Excellent,10,8,7
449,31,No,Travel_Rarely,16,Marketing,Low,High,2,Sales Executive,High,Married,8161,No,3,10,Excellent,1,0,0
450,28,No,Travel_Rarely,8,Life Sciences,Very High,High,0,Research Scientist,Very High,Single,3310,No,0,5,Excellent,5,3,2
451,49,No,Travel_Rarely,18,Life Sciences,Very High,Medium,4,Research Director,High,Divorced,19502,Yes,1,31,Excellent,31,9,9
452,34,No,Travel_Rarely,1,Life Sciences,Medium,Medium,0,Research Scientist,Very High,Married,3622,Yes,1,6,Excellent,6,5,3
453,36,No,Non-Travel,1,Medical,Very High,Medium,1,Manufacturing Director,High,Married,4374,No,0,4,Excellent,3,2,2
454,53,No,Travel_Rarely,24,Medical,Medium,Very High,2,Healthcare Representative,Very High,Married,7005,No,0,11,Excellent,4,3,2
455,48,No,Travel_Frequently,7,Medical,Very High,High,0,Sales Representative,High,Married,2655,Yes,2,19,Excellent,9,7,7
456,35,Yes,Travel_Rarely,4,Technical Degree,Very High,High,2,Sales Executive,Low,Single,9582,Yes,0,9,Excellent,8,7,7
457,27,No,Travel_Frequently,8,Life Sciences,Very High,High,2,Sales Executive,High,Single,8726,No,0,9,Excellent,9,8,7
458,48,No,Travel_Rarely,4,Life Sciences,High,Medium,2,Healthcare Representative,High,Single,10999,No,0,27,Excellent,15,11,8
459,41,No,Travel_Rarely,9,Life Sciences,High,High,0,Laboratory Technician,Low,Married,2238,No,1,7,Excellent,5,0,4
460,36,No,Travel_Frequently,3,Technical Degree,High,High,0,Research Scientist,Medium,Married,3692,No,0,12,Good,11,10,7
461,40,No,Non-Travel,9,Life Sciences,Very High,Medium,1,Healthcare Representative,Very High,Married,4876,No,1,5,Low,3,2,2
462,49,No,Travel_Rarely,16,Medical,Very High,High,0,Laboratory Technician,Low,Divorced,2587,Yes,1,17,Good,2,2,2
463,31,No,Travel_Rarely,8,Life Sciences,High,High,1,Manufacturing Director,Very High,Single,4424,No,0,11,Excellent,11,7,8
464,20,Yes,Travel_Rarely,10,Medical,Very High,High,0,Research Scientist,High,Single,1009,Yes,0,1,Excellent,1,0,1
465,37,No,Travel_Rarely,10,Medical,Very High,High,1,Manufacturing Director,Low,Single,4213,No,0,10,Low,10,3,8
466,36,Yes,Travel_Rarely,9,Medical,Very High,Medium,0,Research Scientist,High,Married,3388,Yes,1,2,Good,1,0,0
467,40,No,Travel_Rarely,8,Life Sciences,Medium,High,1,Manufacturing Director,Low,Married,6516,Yes,1,18,Excellent,1,0,0
468,35,No,Travel_Frequently,1,Marketing,High,High,2,Sales Executive,High,Single,8789,No,0,10,Outstanding,10,7,8
469,24,No,Travel_Rarely,17,Medical,Very High,Medium,1,Manufacturing Director,High,Divorced,4377,No,2,5,Excellent,4,2,2
470,23,No,Travel_Rarely,1,Life Sciences,Very High,High,0,Research Scientist,High,Married,1223,No,1,1,Excellent,1,0,1
471,28,No,Travel_Rarely,16,Medical,Medium,Very High,1,Healthcare Representative,Low,Single,5661,No,0,9,Excellent,8,3,7
472,60,No,Travel_Rarely,16,Marketing,Low,High,1,Sales Executive,Low,Single,5405,No,0,10,Excellent,2,2,2
473,47,No,Travel_Frequently,16,Medical,High,Very High,1,Manufacturing Director,High,Divorced,5067,Yes,0,20,Outstanding,19,10,7
474,41,No,Travel_Rarely,10,Human Resources,Medium,Medium,4,Manager,Very High,Divorced,19141,No,3,23,Good,21,6,6
475,24,No,Travel_Rarely,24,Medical,Very High,High,0,Laboratory Technician,Medium,Single,3597,No,0,6,Excellent,4,3,2
476,29,No,Travel_Rarely,7,Medical,Low,Medium,0,Laboratory Technician,Very High,Divorced,2532,No,3,8,Excellent,4,3,3
477,37,Yes,Travel_Frequently,10,Medical,Low,High,2,Manufacturing Director,High,Divorced,10048,No,2,17,Excellent,1,0,0
478,35,No,Travel_Rarely,10,Medical,Very High,Medium,2,Sales Executive,Low,Married,10306,No,0,15,Excellent,13,12,0
479,29,No,Travel_Rarely,28,Medical,Very High,Medium,0,Research Scientist,Low,Single,3785,No,0,5,Low,5,4,4
480,55,No,Travel_Frequently,18,Medical,High,High,1,Healthcare Representative,Medium,Married,6385,Yes,2,17,Excellent,8,7,7
481,30,No,Travel_Rarely,1,Life Sciences,Very High,Medium,1,Laboratory Technician,Very High,Married,5126,Yes,2,10,Good,10,8,0
482,42,No,Travel_Rarely,13,Medical,Medium,Very High,1,Healthcare Representative,Low,Married,5538,No,2,10,Good,0,0,0
483,29,No,Travel_Rarely,8,Other,High,Low,1,Healthcare Representative,Low,Married,9715,No,1,9,Excellent,7,7,7
484,26,No,Travel_Rarely,28,Marketing,Low,High,1,Sales Executive,Medium,Married,6272,No,2,6,Outstanding,5,3,4
485,29,Yes,Travel_Rarely,8,Other,Medium,Low,0,Laboratory Technician,Low,Married,2119,Yes,0,7,Good,7,7,7
486,25,Yes,Travel_Rarely,3,Medical,Low,High,0,Laboratory Technician,Low,Married,4031,No,1,6,Excellent,2,2,2
487,38,No,Travel_Rarely,4,Medical,Very High,High,0,Laboratory Technician,High,Married,3306,No,1,7,Good,0,0,0
488,37,No,Travel_Rarely,14,Life Sciences,Very High,High,0,Laboratory Technician,Low,Divorced,3034,No,1,18,Good,18,7,17
489,36,No,Travel_Rarely,8,Life Sciences,Low,Medium,0,Human Resources,Low,Married,2342,No,0,6,Excellent,5,4,3
490,41,Yes,Non-Travel,5,Life Sciences,Low,Medium,0,Research Scientist,Low,Divorced,2107,No,1,5,Low,1,0,0
491,36,No,Travel_Rarely,3,Marketing,Low,High,1,Sales Executive,Medium,Single,9278,Yes,0,15,Excellent,5,4,1
492,38,No,Travel_Rarely,1,Technical Degree,Very High,High,2,Research Director,Low,Married,13582,No,1,15,Excellent,15,12,11
493,49,No,Travel_Rarely,6,Life Sciences,High,Medium,3,Healthcare Representative,High,Married,13966,Yes,1,30,Excellent,15,11,12
494,38,No,Travel_Rarely,1,Life Sciences,High,High,0,Research Scientist,Low,Single,2619,No,0,8,Good,0,0,0
495,51,No,Travel_Rarely,26,Marketing,Low,High,3,Manager,High,Married,16307,No,1,29,Good,20,6,17
496,37,No,Travel_Rarely,6,Medical,High,Very High,1,Research Scientist,Low,Divorced,5974,Yes,2,13,Excellent,7,7,7
497,20,Yes,Travel_Frequently,6,Life Sciences,Very High,Medium,0,Laboratory Technician,Very High,Single,2926,Yes,0,1,Excellent,1,0,0
498,45,No,Travel_Rarely,1,Medical,Very High,High,0,Laboratory Technician,Very High,Divorced,2270,No,2,8,Excellent,5,3,2
499,24,Yes,Travel_Rarely,17,Life Sciences,Very High,High,0,Laboratory Technician,Medium,Married,2210,No,1,1,Low,1,0,0
500,52,No,Travel_Rarely,6,Technical Degree,Very High,High,1,Research Scientist,Low,Divorced,5577,Yes,2,18,Excellent,10,9,9
501,49,No,Travel_Rarely,7,Other,Medium,Medium,2,Healthcare Representative,High,Single,10965,No,0,26,Excellent,5,2,0
502,23,No,Travel_Rarely,8,Medical,Very High,Medium,0,Laboratory Technician,High,Single,3989,Yes,0,5,Excellent,5,4,2
503,34,No,Non-Travel,10,Life Sciences,Very High,High,1,Sales Executive,High,Divorced,4001,Yes,1,15,Excellent,15,14,7
504,28,No,Travel_Rarely,1,Life Sciences,Low,Medium,0,Research Scientist,High,Divorced,1563,No,1,1,Low,1,0,0
505,19,Yes,Travel_Rarely,22,Marketing,Very High,High,0,Sales Representative,High,Single,1675,Yes,0,0,Good,0,0,0
506,46,No,Travel_Rarely,2,Medical,High,High,4,Research Director,Very High,Divorced,19328,Yes,1,24,Excellent,2,1,2
507,24,No,Non-Travel,11,Other,Low,Very High,1,Manufacturing Director,High,Divorced,4011,No,1,5,Good,4,2,3
508,22,No,Travel_Rarely,6,Medical,Low,High,0,Research Scientist,High,Married,2773,No,0,3,Excellent,2,2,2
509,43,No,Travel_Rarely,2,Life Sciences,Medium,High,0,Human Resources,Very High,Single,3539,No,0,10,Excellent,9,7,8
510,42,No,Travel_Frequently,8,Life Sciences,Medium,High,4,Manager,Very High,Divorced,18430,No,1,24,Good,24,7,9
511,33,No,Travel_Frequently,3,Life Sciences,Very High,High,0,Research Scientist,High,Married,2909,Yes,0,8,Excellent,8,7,0
512,37,No,Travel_Rarely,1,Life Sciences,Low,Medium,1,Manufacturing Director,High,Divorced,5993,No,1,7,Outstanding,7,5,7
513,39,No,Travel_Frequently,1,Life Sciences,Medium,High,4,Manager,High,Divorced,19197,Yes,1,21,Excellent,21,8,6
514,36,No,Travel_Frequently,7,Marketing,Low,Very High,1,Sales Executive,Low,Married,4639,No,1,17,Good,15,7,13
515,50,No,Travel_Rarely,10,Technical Degree,Very High,Medium,2,Healthcare Representative,Very High,Single,10496,No,0,20,Excellent,4,3,3
516,33,No,Travel_Rarely,7,Medical,High,High,2,Research Director,High,Married,11691,No,0,14,Outstanding,13,9,7
517,43,No,Travel_Frequently,9,Medical,Very High,High,1,Laboratory Technician,High,Divorced,5679,Yes,1,10,Excellent,8,7,7
518,31,No,Travel_Frequently,3,Life Sciences,Very High,High,0,Research Scientist,High,Single,4084,No,0,7,Low,7,2,7
519,30,No,Travel_Rarely,28,Medical,Very High,High,1,Research Scientist,Very High,Married,5775,No,2,11,Excellent,10,8,9
520,35,No,Travel_Frequently,12,Other,Very High,High,1,Sales Executive,Very High,Single,4581,Yes,0,13,Outstanding,11,9,7
521,36,Yes,Travel_Rarely,9,Life Sciences,High,Medium,0,Sales Representative,Low,Single,3407,No,0,10,Excellent,5,3,3
522,53,No,Travel_Rarely,2,Technical Degree,High,Medium,2,Manufacturing Director,Very High,Married,10169,No,1,34,Excellent,33,7,9
523,54,No,Travel_Rarely,10,Medical,High,High,1,Manufacturing Director,Low,Single,4440,Yes,0,9,Excellent,5,2,4
524,40,No,Travel_Rarely,9,Life Sciences,Very High,High,0,Laboratory Technician,Low,Single,2018,No,0,15,Low,5,4,0
525,27,No,Travel_Rarely,2,Life Sciences,Low,High,1,Manufacturing Director,Very High,Married,4227,No,1,4,Excellent,3,2,2
526,42,No,Travel_Rarely,2,Medical,Very High,High,3,Manager,Low,Married,17665,No,1,23,Excellent,22,6,7
527,36,Yes,Travel_Rarely,15,Other,Low,High,1,Laboratory Technician,High,Divorced,4834,No,1,9,Good,1,0,0
528,29,No,Travel_Rarely,7,Life Sciences,High,High,1,Healthcare Representative,Very High,Divorced,6623,Yes,2,6,Excellent,6,0,0
529,37,No,Travel_Rarely,3,Other,High,High,2,Manufacturing Director,High,Married,9434,No,1,10,Excellent,10,7,8
530,32,No,Travel_Rarely,2,Life Sciences,Very High,High,0,Laboratory Technician,Medium,Single,1393,No,0,1,Excellent,1,0,0
531,40,No,Travel_Rarely,2,Medical,Low,High,4,Research Director,High,Divorced,19436,No,1,22,Excellent,21,7,9
532,58,Yes,Travel_Rarely,2,Life Sciences,Very High,High,4,Research Director,Medium,Single,19246,Yes,0,40,Excellent,31,15,8
533,38,No,Travel_Frequently,2,Medical,High,Medium,0,Laboratory Technician,Medium,Married,2468,No,1,9,Good,6,1,5
534,40,No,Travel_Rarely,14,Medical,High,Medium,4,Research Director,High,Single,19626,No,0,21,Outstanding,20,7,9
535,38,No,Travel_Rarely,2,Medical,Very High,Medium,2,Manufacturing Director,High,Married,7756,Yes,1,10,Outstanding,5,4,2
536,30,No,Travel_Rarely,5,Life Sciences,Medium,High,2,Sales Executive,Very High,Married,9419,No,1,12,Excellent,10,9,4
537,33,Yes,Travel_Rarely,16,Marketing,Low,High,1,Sales Executive,Low,Single,5324,No,0,6,Excellent,3,2,2
538,35,No,Travel_Rarely,18,Life Sciences,Medium,Very High,1,Research Scientist,Low,Married,5208,No,0,16,Excellent,16,15,10
539,31,No,Non-Travel,1,Medical,High,Low,1,Manufacturing Director,High,Married,4345,No,1,6,Excellent,5,4,4
540,30,No,Non-Travel,9,Medical,High,High,1,Manufacturing Director,High,Single,4695,Yes,0,10,Excellent,8,4,7
541,32,No,Travel_Rarely,1,Life Sciences,Low,Low,1,Sales Executive,Medium,Single,6735,No,0,10,Excellent,0,0,0
542,41,No,Travel_Rarely,9,Life Sciences,High,High,0,Laboratory Technician,Low,Divorced,2289,No,2,5,Excellent,5,3,4
543,59,No,Travel_Rarely,3,Medical,High,Very High,0,Laboratory Technician,Low,Married,2670,Yes,3,12,Good,1,0,0
544,49,Yes,Travel_Frequently,28,Life Sciences,Low,Medium,1,Laboratory Technician,Low,Single,4284,No,0,20,Excellent,4,3,3
545,33,No,Travel_Rarely,8,Life Sciences,Very High,High,1,Healthcare Representative,High,Single,6388,Yes,0,14,Excellent,0,0,0
546,28,No,Travel_Rarely,26,Life Sciences,High,Medium,1,Sales Executive,Low,Married,4724,No,1,5,Excellent,5,3,4
547,36,No,Travel_Rarely,10,Technical Degree,Very High,High,2,Healthcare Representative,High,Married,7094,No,0,10,Excellent,7,7,7
548,50,No,Travel_Rarely,28,Marketing,Very High,Medium,2,Sales Executive,Low,Divorced,10854,Yes,1,20,Excellent,3,2,0
549,28,Yes,Travel_Rarely,24,Life Sciences,High,Medium,0,Laboratory Technician,High,Single,2028,Yes,0,6,Excellent,4,2,3
550,26,Yes,Travel_Frequently,3,Technical Degree,High,High,0,Research Scientist,Low,Single,3102,No,0,7,Excellent,6,4,4
551,31,No,Non-Travel,20,Marketing,Very High,High,1,Sales Executive,High,Married,6932,No,1,9,Good,9,8,0
552,40,No,Non-Travel,28,Other,High,Low,2,Sales Executive,Low,Divorced,10932,No,1,20,Excellent,1,0,1
553,27,No,Travel_Rarely,16,Technical Degree,High,High,0,Laboratory Technician,Medium,Married,2811,No,1,4,Excellent,2,2,2
554,50,No,Travel_Frequently,1,Life Sciences,Low,High,4,Research Director,Medium,Married,18172,Yes,0,28,Good,8,3,7
555,32,No,Travel_Rarely,2,Medical,Very High,High,1,Research Scientist,Medium,Divorced,5470,No,2,10,Good,9,5,6
556,33,Yes,Travel_Rarely,15,Medical,Medium,High,2,Manager,High,Married,13610,Yes,0,15,Outstanding,7,6,7
557,46,No,Travel_Frequently,18,Medical,Low,High,2,Healthcare Representative,High,Married,10527,No,0,28,Good,2,2,2
558,33,Yes,Travel_Rarely,25,Medical,Low,Medium,0,Research Scientist,Medium,Single,2313,Yes,0,5,Excellent,2,2,2
559,37,No,Travel_Rarely,7,Medical,Low,High,2,Research Director,High,Single,13664,No,0,16,Outstanding,5,2,2
560,23,No,Travel_Rarely,10,Technical Degree,Very High,Very High,0,Research Scientist,High,Married,2073,No,1,4,Excellent,2,2,2
561,26,No,Travel_Rarely,29,Medical,Low,High,1,Sales Executive,High,Divorced,4306,No,2,8,Excellent,0,0,0
562,25,No,Travel_Rarely,2,Other,Very High,High,0,Laboratory Technician,High,Divorced,3977,Yes,1,7,Good,2,2,2
563,50,No,Travel_Rarely,1,Medical,Very High,High,4,Manager,Very High,Divorced,19517,No,1,32,Good,7,0,6
564,38,No,Travel_Rarely,14,Life Sciences,High,High,1,Sales Executive,Medium,Married,9924,No,1,10,Excellent,9,8,7
565,58,Yes,Travel_Rarely,7,Medical,High,Medium,2,Manufacturing Director,Low,Married,10008,Yes,0,31,Good,10,9,9
566,31,No,Travel_Rarely,1,Life Sciences,Very High,Medium,0,Laboratory Technician,Low,Married,2218,No,1,4,Excellent,4,2,2
567,26,No,Travel_Frequently,1,Medical,Low,Medium,0,Research Scientist,High,Divorced,2007,No,2,5,Excellent,5,3,3
568,30,Yes,Travel_Frequently,4,Technical Degree,High,High,0,Research Scientist,Very High,Single,2285,Yes,0,3,Excellent,1,0,0
569,56,No,Travel_Rarely,7,Technical Degree,Very High,High,0,Laboratory Technician,High,Married,2339,No,1,14,Low,10,9,8
570,33,No,Travel_Frequently,7,Medical,Very High,High,1,Sales Executive,Low,Married,4373,No,2,5,Excellent,4,3,3
571,46,No,Travel_Rarely,21,Medical,Very High,High,1,Healthcare Representative,Medium,Married,8926,No,1,13,Outstanding,9,7,7
572,59,No,Travel_Rarely,1,Technical Degree,Medium,High,2,Manager,Very High,Married,11904,Yes,1,14,Low,6,4,4
573,45,No,Travel_Rarely,20,Medical,High,High,3,Healthcare Representative,Very High,Married,13496,Yes,0,21,Excellent,20,7,10
574,29,No,Travel_Frequently,20,Medical,Very High,High,0,Laboratory Technician,Very High,Married,3812,No,0,11,Outstanding,11,8,10
575,32,No,Travel_Rarely,1,Marketing,High,High,2,Sales Executive,Very High,Married,10422,No,2,14,Excellent,14,10,7
576,58,No,Travel_Rarely,5,Technical Degree,High,Medium,2,Healthcare Representative,Medium,Divorced,10552,Yes,1,24,Excellent,6,0,4
577,28,No,Travel_Rarely,21,Medical,High,High,0,Research Scientist,Very High,Married,2713,No,1,5,Low,5,2,2
578,30,No,Travel_Rarely,10,Marketing,High,Medium,1,Sales Executive,High,Married,6578,No,1,10,Excellent,10,3,4
579,46,No,Travel_Frequently,5,Marketing,Low,High,1,Sales Executive,Very High,Single,5772,Yes,0,14,Excellent,9,6,8
580,31,Yes,Travel_Frequently,1,Life Sciences,Very High,High,0,Sales Representative,Medium,Single,2302,Yes,0,3,Outstanding,3,2,2
581,31,Yes,Travel_Rarely,8,Life Sciences,Low,Medium,0,Research Scientist,Medium,Single,1261,No,0,1,Outstanding,1,0,0
582,22,No,Travel_Rarely,19,Medical,High,High,0,Research Scientist,Very High,Married,2323,No,2,2,Excellent,2,2,2
583,22,No,Non-Travel,16,Medical,Very High,Very High,0,Laboratory Technician,Very High,Divorced,2935,Yes,2,1,Good,1,0,0
584,36,No,Travel_Rarely,5,Life Sciences,Medium,Medium,0,Research Scientist,Low,Married,3419,Yes,1,6,Outstanding,1,1,0
585,43,No,Travel_Frequently,10,Life Sciences,High,High,0,Laboratory Technician,Very High,Single,2455,No,0,9,Excellent,8,7,7
586,35,Yes,Travel_Frequently,25,Life Sciences,Very High,High,0,Research Scientist,Medium,Divorced,2022,Yes,1,10,Good,10,2,8
587,60,No,Travel_Frequently,28,Marketing,High,Medium,2,Sales Executive,Low,Married,10266,No,0,22,Outstanding,18,13,11
588,34,No,Travel_Rarely,2,Marketing,High,High,1,Sales Executive,Low,Single,4538,Yes,0,4,Excellent,3,2,2
589,39,Yes,Travel_Rarely,6,Medical,Very High,High,0,Laboratory Technician,Low,Married,2404,Yes,0,8,Low,2,2,2
590,38,No,Travel_Rarely,10,Marketing,High,Medium,2,Sales Executive,High,Divorced,8740,Yes,2,9,Excellent,8,7,7
591,31,No,Travel_Rarely,2,Life Sciences,Low,High,0,Sales Representative,High,Married,3067,No,1,3,Excellent,2,2,2
592,43,No,Travel_Rarely,11,Life Sciences,Low,High,2,Healthcare Representative,High,Married,7510,No,1,10,Excellent,10,9,9
593,33,Yes,Travel_Rarely,10,Medical,Low,Low,0,Laboratory Technician,Very High,Divorced,3408,No,3,8,Excellent,4,3,3
594,25,No,Travel_Rarely,4,Life Sciences,Medium,Medium,1,Sales Executive,Very High,Single,4487,Yes,0,5,Excellent,5,4,3
595,49,No,Travel_Rarely,5,Technical Degree,Low,High,1,Healthcare Representative,High,Married,6651,No,1,20,Good,3,2,2
596,33,No,Non-Travel,1,Medical,Medium,Medium,0,Laboratory Technician,High,Divorced,2008,No,3,1,Good,1,1,0
597,45,No,Travel_Rarely,24,Medical,Medium,High,0,Human Resources,Medium,Single,2177,No,0,6,Excellent,6,3,4
598,43,No,Travel_Rarely,12,Life Sciences,Low,Medium,3,Research Director,Medium,Divorced,14336,No,1,25,Excellent,25,10,9
599,34,No,Travel_Frequently,15,Medical,Medium,High,3,Research Director,Low,Divorced,17007,No,2,16,Good,14,8,9
600,35,No,Travel_Rarely,10,Medical,Low,High,1,Healthcare Representative,High,Single,6142,Yes,0,10,Excellent,5,2,4
601,34,No,Travel_Rarely,10,Life Sciences,High,High,0,Sales Representative,High,Married,2220,Yes,1,1,Excellent,1,1,0
602,23,No,Travel_Rarely,10,Medical,Low,Very High,0,Research Scientist,High,Single,3505,No,0,2,Excellent,2,2,2
603,37,No,Travel_Rarely,10,Life Sciences,Very High,High,0,Research Scientist,Low,Divorced,2782,Yes,2,6,Good,5,3,3
604,35,No,Travel_Rarely,8,Life Sciences,Low,High,0,Sales Representative,Very High,Married,2572,No,1,3,Good,3,2,2
605,36,Yes,Travel_Rarely,3,Life Sciences,High,Medium,2,Sales Executive,Very High,Married,10325,Yes,1,16,Excellent,16,7,7
606,23,No,Travel_Rarely,26,Life Sciences,High,High,0,Research Scientist,Very High,Divorced,2904,No,2,4,Good,4,2,2
607,25,No,Travel_Rarely,26,Medical,High,High,1,Sales Executive,Very High,Single,6180,No,0,6,Good,6,5,4
608,40,No,Travel_Rarely,7,Medical,Medium,High,4,Manager,Medium,Single,19833,No,0,21,Good,21,8,8
609,43,No,Non-Travel,7,Medical,Very High,Very High,0,Research Scientist,Very High,Divorced,2089,No,3,7,Outstanding,5,4,2
610,41,Yes,Travel_Rarely,2,Life Sciences,Medium,Low,0,Laboratory Technician,Very High,Divorced,2778,Yes,1,10,Good,7,7,0
611,25,No,Travel_Rarely,10,Life Sciences,High,High,1,Sales Executive,Very High,Single,4950,No,0,5,Excellent,4,3,1
612,34,No,Travel_Rarely,7,Medical,Low,High,0,Research Scientist,Very High,Single,2972,No,0,1,Low,1,0,0
613,52,No,Travel_Rarely,4,Life Sciences,Very High,High,3,Manager,Very High,Married,16555,No,0,31,Low,5,2,4
614,36,No,Travel_Frequently,3,Medical,Low,Medium,2,Sales Executive,Very High,Married,9699,No,1,16,Excellent,13,9,12
615,45,No,Travel_Rarely,25,Life Sciences,Medium,Medium,1,Manufacturing Director,Very High,Married,5906,No,2,10,Good,9,8,8
616,28,No,Travel_Frequently,2,Medical,High,Medium,0,Laboratory Technician,Low,Single,2561,No,0,8,Good,0,0,0
617,26,No,Travel_Rarely,2,Medical,Very High,Very High,1,Manufacturing Director,Very High,Married,5472,No,0,8,Excellent,8,7,3
618,56,No,Travel_Frequently,9,Medical,Low,High,0,Research Scientist,High,Married,2942,No,1,18,Excellent,5,4,3
619,34,No,Travel_Frequently,10,Medical,Very High,High,0,Research Scientist,High,Divorced,3815,Yes,1,5,Outstanding,5,3,0
620,38,No,Travel_Rarely,9,Marketing,Medium,Medium,0,Sales Representative,Medium,Married,2899,No,1,3,Excellent,2,2,2
621,36,No,Travel_Rarely,6,Life Sciences,Very High,High,0,Laboratory Technician,Very High,Married,3210,No,1,16,Excellent,15,13,11
622,39,No,Travel_Rarely,24,Life Sciences,Low,High,1,Research Scientist,Very High,Single,4108,No,0,18,Excellent,7,7,7
623,26,No,Travel_Rarely,1,Medical,Low,Medium,0,Laboratory Technician,Low,Married,3955,No,2,6,Excellent,5,3,3
624,43,No,Non-Travel,9,Life Sciences,Low,High,0,Research Scientist,High,Single,2438,No,0,7,Good,3,2,2
625,23,No,Travel_Rarely,12,Other,Very High,High,0,Laboratory Technician,Very High,Single,2647,No,0,5,Outstanding,5,2,4
626,29,Yes,Travel_Rarely,23,Life Sciences,Very High,Medium,2,Sales Executive,Low,Married,7336,No,1,11,Low,11,8,10
627,27,No,Travel_Rarely,17,Technical Degree,High,High,0,Research Scientist,Medium,Married,3058,Yes,1,6,Good,5,2,1
628,31,Yes,Travel_Frequently,1,Life Sciences,Medium,Low,0,Sales Representative,High,Single,1359,No,0,1,Excellent,1,0,0
629,43,No,Travel_Frequently,15,Life Sciences,Very High,Medium,1,Sales Executive,Very High,Married,6804,No,1,7,Excellent,2,2,2
630,45,No,Non-Travel,2,Life Sciences,High,High,1,Sales Executive,High,Married,5154,No,2,10,Outstanding,8,7,7
631,36,No,Non-Travel,8,Life Sciences,Low,Medium,2,Sales Executive,Low,Single,7587,No,0,10,Excellent,10,7,9
632,40,No,Travel_Rarely,1,Life Sciences,Medium,High,0,Laboratory Technician,Medium,Married,2387,No,1,7,Excellent,4,2,3
633,22,No,Travel_Rarely,2,Technical Degree,High,High,0,Laboratory Technician,Very High,Married,2523,No,1,3,Excellent,2,1,1
634,26,No,Travel_Rarely,3,Medical,Low,Very High,0,Laboratory Technician,Very High,Married,4420,No,1,8,Excellent,8,7,7
635,31,No,Travel_Rarely,7,Medical,High,High,2,Manufacturing Director,Very High,Single,7143,Yes,0,11,Good,11,9,10
636,28,No,Non-Travel,1,Life Sciences,High,High,0,Human Resources,Very High,Divorced,2706,No,1,3,Excellent,3,2,2
637,52,Yes,Travel_Rarely,5,Life Sciences,Medium,High,2,Sales Executive,Medium,Single,8446,Yes,0,10,Good,8,7,7
638,28,No,Travel_Rarely,9,Medical,Very High,High,0,Research Scientist,Very High,Married,2070,No,1,5,Good,5,2,4
